-0.813113 2.2 2.2 2 3 1
-0.781386 2.22152 2.22152 2 3 1
-0.765678 2.23254 2.23254 2 3 1
-0.750073 2.24374 2.24374 2 3 1
-0.73457 2.25511 2.25511 2 3 1
-0.719169 2.26664 2.26664 2 3 1
-0.703871 2.27832 2.27832 2 3 1
-0.688673 2.29017 2.29017 2 3 1
-0.673576 2.30216 2.30216 2 3 1
-0.65858 2.3143 2.3143 2 3 1
-0.643684 2.32658 2.32658 2 3 1
-0.628887 2.339 2.339 2 3 1
-0.614189 2.35156 2.35156 2 3 1
-0.599589 2.36425 2.36425 2 3 1
-0.585086 2.37707 2.37707 2 3 1
-0.570681 2.39001 2.39001 2 3 1
-0.556372 2.40308 2.40308 2 3 1
-0.542159 2.41627 2.41627 2 3 1
-0.52804 2.42957 2.42957 2 3 1
-0.514017 2.44299 2.44299 2 3 1
-0.500087 2.45652 2.45652 2 3 1
-0.486251 2.47016 2.47016 2 3 1
-0.472507 2.48391 2.48391 2 3 1
-0.458855 2.49776 2.49776 2 3 1
-0.445294 2.51172 2.51172 2 3 1
-0.431824 2.52577 2.52577 2 3 1
-0.418444 2.53992 2.53992 2 3 1
-0.405153 2.55417 2.55417 2 3 1
-0.391951 2.56851 2.56851 2 3 1
-0.378836 2.58294 2.58294 2 3 1
-0.365809 2.59746 2.59746 2 3 1
-0.352869 2.61206 2.61206 2 3 1
-0.340014 2.62676 2.62676 2 3 1
-0.327245 2.64153 2.64153 2 3 1
-0.314561 2.65639 2.65639 2 3 1
-0.30196 2.67133 2.67133 2 3 1
-0.289443 2.68635 2.68635 2 3 1
-0.277008 2.70145 2.70145 2 3 1
-0.264656 2.71662 2.71662 2 3 1
-0.252384 2.73187 2.73187 2 3 1
-0.240194 2.74719 2.74719 2 3 1
-0.228084 2.76257 2.76257 2 3 1
-0.216053 2.77803 2.77803 2 3 1
-0.204101 2.79356 2.79356 2 3 1
-0.192227 2.80916 2.80916 2 3 1
-0.180431 2.82482 2.82482 2 3 1
-0.168712 2.84054 2.84054 2 3 1
-0.157069 2.85633 2.85633 2 3 1
-0.145502 2.87218 2.87218 2 3 1
-0.13401 2.8881 2.8881 2 3 1
-0.122593 2.90407 2.90407 2 3 1
-0.11125 2.9201 2.9201 2 3 1
-0.0999797 2.93619 2.93619 2 3 1
-0.0887825 2.95233 2.95233 2 3 1
-0.0776575 2.96853 2.96853 2 3 1
-0.0666041 2.98479 2.98479 2 3 1
-0.0556217 3.0011 3.0011 2 3 1
-0.0447099 3.01746 3.01746 2 3 1
-0.0338679 3.03387 3.03387 2 3 1
-0.0230953 3.05034 3.05034 2 3 1
-0.0123914 3.06685 3.06685 2 3 1
-0.00175581 3.08341 3.08341 2 3 1
0.00881212 3.10002 3.10002 2 3 1
0.0193129 3.11668 3.11668 2 3 1
0.0297471 3.13338 3.13338 2 3 1
0.0401153 3.15013 3.15013 2 3 1
0.0504179 3.16693 3.16693 2 3 1
0.0606555 3.18377 3.18377 2 3 1
0.0708286 3.20065 3.20065 2 3 1
0.0809377 3.21757 3.21757 2 3 1
0.0909834 3.23454 3.23454 2 3 1
0.100966 3.25155 3.25155 2 3 1
0.110886 3.2686 3.2686 2 3 1
0.120745 3.28568 3.28568 2 3 1
0.130542 3.30281 3.30281 2 3 1
0.140278 3.31997 3.31997 2 3 1
0.149953 3.33718 3.33718 2 3 1
0.159569 3.35442 3.35442 2 3 1
0.169125 3.37169 3.37169 2 3 1
0.178622 3.38901 3.38901 2 3 1
0.18806 3.40635 3.40635 2 3 1
0.19744 3.42374 3.42374 2 3 1
0.206763 3.44115 3.44115 2 3 1
0.216029 3.4586 3.4586 2 3 1
0.225238 3.47609 3.47609 2 3 1
0.23439 3.4936 3.4936 2 3 1
0.243487 3.51115 3.51115 2 3 1
0.252528 3.52873 3.52873 2 3 1
0.261514 3.54634 3.54634 2 3 1
0.270446 3.56398 3.56398 2 3 1
0.279324 3.58165 3.58165 2 3 1
0.288148 3.59935 3.59935 2 3 1
0.296919 3.61708 3.61708 2 3 1
0.305637 3.63484 3.63484 2 3 1
0.314303 3.65263 3.65263 2 3 1
0.322917 3.67045 3.67045 2 3 1
0.331479 3.68829 3.68829 2 3 1
0.33999 3.70616 3.70616 2 3 1
0.34845 3.72405 3.72405 2 3 1
0.35686 3.74197 3.74197 2 3 1
0.365219 3.75992 3.75992 2 3 1
0.373529 3.7779 3.7779 2 3 1
0.38179 3.79589 3.79589 2 3 1
0.390003 3.81392 3.81392 2 3 1
0.398166 3.83196 3.83196 2 3 1
0.406282 3.85003 3.85003 2 3 1
0.41435 3.86813 3.86813 2 3 1
0.42237 3.88624 3.88624 2 3 1
0.430344 3.90438 3.90438 2 3 1
0.438271 3.92255 3.92255 2 3 1
0.446151 3.94073 3.94073 2 3 1
0.453986 3.95894 3.95894 2 3 1
0.461775 3.97717 3.97717 2 3 1
0.469519 3.99541 3.99541 2 3 1
0.477218 4.01368 4.01368 2 3 1
0.484873 4.03198 4.03198 2 3 1
0.492483 4.05029 4.05029 2 3 1
0.50005 4.06862 4.06862 2 3 1
0.507573 4.08697 4.08697 2 3 1
0.515053 4.10534 4.10534 2 3 1
0.52249 4.12373 4.12373 2 3 1
0.529884 4.14213 4.14213 2 3 1
0.537237 4.16056 4.16056 2 3 1
0.544547 4.179 4.179 2 3 1
0.551816 4.19747 4.19747 2 3 1
0.559043 4.21595 4.21595 2 3 1
0.56623 4.23445 4.23445 2 3 1
0.573376 4.25296 4.25296 2 3 1
0.580481 4.27149 4.27149 2 3 1
0.587547 4.29004 4.29004 2 3 1
0.594572 4.30861 4.30861 2 3 1
0.601559 4.32719 4.32719 2 3 1
0.608506 4.34579 4.34579 2 3 1
0.615414 4.3644 4.3644 2 3 1
0.622283 4.38303 4.38303 2 3 1
0.629115 4.40168 4.40168 2 3 1
0.635908 4.42034 4.42034 2 3 1
0.642663 4.43901 4.43901 2 3 1
0.649381 4.45771 4.45771 2 3 1
0.656062 4.47641 4.47641 2 3 1
0.662706 4.49513 4.49513 2 3 1
0.669313 4.51386 4.51386 2 3 1
0.675884 4.53261 4.53261 2 3 1
0.682419 4.55137 4.55137 2 3 1
0.688917 4.57015 4.57015 2 3 1
0.695381 4.58894 4.58894 2 3 1
0.701808 4.60774 4.60774 2 3 1
0.708201 4.62656 4.62656 2 3 1
0.714559 4.64538 4.64538 2 3 1
0.720882 4.66423 4.66423 2 3 1
0.727171 4.68308 4.68308 2 3 1
0.733426 4.70195 4.70195 2 3 1
0.739647 4.72083 4.72083 2 3 1
0.745834 4.73972 4.73972 2 3 1
0.751988 4.75862 4.75862 2 3 1
0.758109 4.77753 4.77753 2 3 1
0.764197 4.79646 4.79646 2 3 1
0.770252 4.8154 4.8154 2 3 1
0.776274 4.83435 4.83435 2 3 1
0.782265 4.85331 4.85331 2 3 1
0.788223 4.87228 4.87228 2 3 1
0.79415 4.89126 4.89126 2 3 1
0.800045 4.91025 4.91025 2 3 1
0.805909 4.92926 4.92926 2 3 1
0.811742 4.94827 4.94827 2 3 1
0.817543 4.9673 4.9673 2 3 1
0.823314 4.98633 4.98633 2 3 1
0.829055 5.00538 5.00538 2 3 1
0.834765 5.02443 5.02443 2 3 1
0.840446 5.0435 5.0435 2 3 1
0.846096 5.06257 5.06257 2 3 1
0.851717 5.08166 5.08166 2 3 1
0.857308 5.10075 5.10075 2 3 1
0.86287 5.11985 5.11985 2 3 1
0.868403 5.13897 5.13897 2 3 1
0.873907 5.15809 5.15809 2 3 1
0.879383 5.17722 5.17722 2 3 1
0.88483 5.19636 5.19636 2 3 1
0.890249 5.21551 5.21551 2 3 1
0.895639 5.23467 5.23467 2 3 1
0.901002 5.25383 5.25383 2 3 1
0.906337 5.27301 5.27301 2 3 1
0.911645 5.29219 5.29219 2 3 1
0.916925 5.31138 5.31138 2 3 1
0.922179 5.33058 5.33058 2 3 1
0.927405 5.34979 5.34979 2 3 1
0.932604 5.369 5.369 2 3 1
0.937777 5.38822 5.38822 2 3 1
0.942923 5.40746 5.40746 2 3 1
0.948043 5.42669 5.42669 2 3 1
0.953137 5.44594 5.44594 2 3 1
0.958206 5.4652 5.4652 2 3 1
0.963248 5.48446 5.48446 2 3 1
0.968265 5.50373 5.50373 2 3 1
0.973256 5.523 5.523 2 3 1
0.978222 5.54228 5.54228 2 3 1
0.983163 5.56158 5.56158 2 3 1
0.988079 5.58087 5.58087 2 3 1
0.992971 5.60018 5.60018 2 3 1
0.997838 5.61949 5.61949 2 3 1
1.00268 5.63881 5.63881 2 3 1
1.0075 5.65813 5.65813 2 3 1
1.01229 5.67746 5.67746 2 3 1
1.01706 5.6968 5.6968 2 3 1
1.02181 5.71614 5.71614 2 3 1
1.02653 5.73549 5.73549 2 3 1
1.03123 5.75485 5.75485 2 3 1
1.03591 5.77421 5.77421 2 3 1
1.04056 5.79358 5.79358 2 3 1
1.04519 5.81296 5.81296 2 3 1
1.04979 5.83234 5.83234 2 3 1
1.05438 5.85173 5.85173 2 3 1
1.05894 5.87112 5.87112 2 3 1
1.06348 5.89052 5.89052 2 3 1
1.06799 5.90993 5.90993 2 3 1
1.07249 5.92934 5.92934 2 3 1
1.07696 5.94875 5.94875 2 3 1
1.08141 5.96817 5.96817 2 3 1
1.08584 5.9876 5.9876 2 3 1
1.09024 6.00703 6.00703 2 3 1
1.09463 6.02647 6.02647 2 3 1
1.09899 6.04592 6.04592 2 3 1
1.10333 6.06536 6.06536 2 3 1
1.10766 6.08482 6.08482 2 3 1
1.11198 6.10427 6.10427 2 3 1
1.11626 6.12374 6.12374 2 3 1
1.12052 6.1432 6.1432 2 3 1
1.12475 6.16268 6.16268 2 3 1
1.12897 6.18216 6.18216 2 3 1
1.13317 6.20164 6.20164 2 3 1
1.13734 6.22113 6.22113 2 3 1
1.1415 6.24062 6.24062 2 3 1
1.14564 6.26012 6.26012 2 3 1
1.14975 6.27963 6.27963 2 3 1
1.15385 6.29913 6.29913 2 3 1
1.15793 6.31864 6.31864 2 3 1
1.16199 6.33816 6.33816 2 3 1
1.16603 6.35768 6.35768 2 3 1
1.17004 6.37721 6.37721 2 3 1
1.17404 6.39674 6.39674 2 3 1
1.17803 6.41627 6.41627 2 3 1
1.18199 6.43581 6.43581 2 3 1
1.18593 6.45535 6.45535 2 3 1
1.18986 6.4749 6.4749 2 3 1
1.19376 6.49445 6.49445 2 3 1
1.19765 6.514 6.514 2 3 1
1.20152 6.53356 6.53356 2 3 1
1.20537 6.55313 6.55313 2 3 1
1.2092 6.57269 6.57269 2 3 1
1.21302 6.59226 6.59226 2 3 1
1.21681 6.61184 6.61184 2 3 1
1.22059 6.63142 6.63142 2 3 1
1.22435 6.651 6.651 2 3 1
1.22809 6.67059 6.67059 2 3 1
1.23182 6.69018 6.69018 2 3 1
1.23553 6.70977 6.70977 2 3 1
1.23922 6.72937 6.72937 2 3 1
1.24289 6.74897 6.74897 2 3 1
1.24655 6.76857 6.76857 2 3 1
1.25019 6.78818 6.78818 2 3 1
1.25381 6.80779 6.80779 2 3 1
1.25742 6.8274 6.8274 2 3 1
1.261 6.84702 6.84702 2 3 1
1.26458 6.86664 6.86664 2 3 1
1.26813 6.88627 6.88627 2 3 1
1.27167 6.9059 6.9059 2 3 1
1.27519 6.92553 6.92553 2 3 1
1.2787 6.94516 6.94516 2 3 1
1.28219 6.9648 6.9648 2 3 1
1.28566 6.98444 6.98444 2 3 1
1.28912 7.00409 7.00409 2 3 1
1.29256 7.02373 7.02373 2 3 1
1.29599 7.04338 7.04338 2 3 1
1.2994 7.06304 7.06304 2 3 1
1.3028 7.08269 7.08269 2 3 1
1.30618 7.10235 7.10235 2 3 1
1.30954 7.12202 7.12202 2 3 1
1.31289 7.14168 7.14168 2 3 1
1.31622 7.16135 7.16135 2 3 1
1.31954 7.18102 7.18102 2 3 1
1.32284 7.20069 7.20069 2 3 1
1.32613 7.22037 7.22037 2 3 1
1.3294 7.24005 7.24005 2 3 1
