-0.69799 0.6 0.6 2 4 1
-0.658881 0.598516 0.598516 2 4 1
-0.639316 0.597786 0.597786 2 4 1
-0.619744 0.597063 0.597063 2 4 1
-0.600165 0.596347 0.596347 2 4 1
-0.58058 0.595638 0.595638 2 4 1
-0.560988 0.594937 0.594937 2 4 1
-0.541391 0.594242 0.594242 2 4 1
-0.521787 0.593554 0.593554 2 4 1
-0.502177 0.592873 0.592873 2 4 1
-0.482562 0.592198 0.592198 2 4 1
-0.462941 0.591529 0.591529 2 4 1
-0.443315 0.590866 0.590866 2 4 1
-0.423689 0.590204 0.590204 2 4 1
-0.404052 0.589553 0.589553 2 4 1
-0.384411 0.588909 0.588909 2 4 1
-0.364764 0.58827 0.58827 2 4 1
-0.345113 0.587636 0.587636 2 4 1
-0.325457 0.587008 0.587008 2 4 1
-0.305796 0.586386 0.586386 2 4 1
-0.286131 0.585769 0.585769 2 4 1
-0.266462 0.585157 0.585157 2 4 1
-0.246789 0.58455 0.58455 2 4 1
-0.227111 0.583948 0.583948 2 4 1
-0.20743 0.583351 0.583351 2 4 1
-0.187744 0.582759 0.582759 2 4 1
-0.168055 0.582172 0.582172 2 4 1
-0.148362 0.581589 0.581589 2 4 1
-0.128665 0.581011 0.581011 2 4 1
-0.108965 0.580438 0.580438 2 4 1
-0.0892608 0.579869 0.579869 2 4 1
-0.0695535 0.579304 0.579304 2 4 1
-0.0498428 0.578744 0.578744 2 4 1
-0.0301287 0.578188 0.578188 2 4 1
-0.0104114 0.577636 0.577636 2 4 1
0.00930904 0.577088 0.577088 2 4 1
0.0290326 0.576544 0.576544 2 4 1
0.0487592 0.576004 0.576004 2 4 1
0.0684889 0.575468 0.575468 2 4 1
0.0882214 0.574936 0.574936 2 4 1
0.107957 0.574408 0.574408 2 4 1
0.127695 0.573884 0.573884 2 4 1
0.147436 0.573363 0.573363 2 4 1
0.16718 0.572846 0.572846 2 4 1
0.186926 0.572332 0.572332 2 4 1
0.206675 0.571822 0.571822 2 4 1
0.226427 0.571315 0.571315 2 4 1
0.246181 0.570812 0.570812 2 4 1
0.265937 0.570312 0.570312 2 4 1
0.285696 0.569816 0.569816 2 4 1
0.305458 0.569322 0.569322 2 4 1
0.325221 0.568832 0.568832 2 4 1
0.344987 0.568346 0.568346 2 4 1
0.364756 0.567862 0.567862 2 4 1
0.384526 0.567381 0.567381 2 4 1
0.404299 0.566904 0.566904 2 4 1
0.424074 0.56643 0.56643 2 4 1
0.44385 0.565958 0.565958 2 4 1
0.463629 0.56549 0.56549 2 4 1
0.48341 0.565024 0.565024 2 4 1
0.503194 0.564561 0.564561 2 4 1
0.522979 0.564101 0.564101 2 4 1
0.542765 0.563644 0.563644 2 4 1
